ent,mun,est,pea,ocupados,informales
7,66,1,55.581,98.462,100
7,66,2,2.926,4.993,9.986
7,66,3,50.769,90.249,83.575
7,66,4,60.394,98.668,100
7,66,5,5.264,5.071,9.986
7,67,1,53.168,98.605,98.3
7,67,2,2.906,5.186,10.722
7,67,3,48.388,90.075,80.664
7,67,4,57.948,98.875,98.603
7,67,5,5.466,5.259,10.908
7,68,1,63.587,95.776,69.223
7,68,2,2.458,3.731,5.6
7,68,3,59.545,89.639,60.012
7,68,4,67.63,96.044,78.435
7,68,5,3.865,3.895,8.09
7,69,1,55.508,97.037,59.13
7,69,2,2.416,4.209,6.074
7,69,3,51.535,90.113,49.14
7,69,4,59.481,97.227,69.121
7,69,5,4.352,4.338,10.272
7,70,1,53.255,99.839,100
7,70,2,2.941,5.265,9.973
7,70,3,48.417,91.179,83.596
7,70,4,58.093,99.917,100
7,70,5,5.523,5.273,9.973
7,71,1,57.867,98.521,73.972
7,71,2,2.945,4.827,9.618
7,71,3,53.022,90.581,58.152
7,71,4,62.712,98.69,89.792
7,71,5,5.09,4.9,13.002
7,72,1,55.994,98.752,92.977
7,72,2,2.945,4.995,10.168
7,72,3,51.15,90.537,76.253
7,72,4,60.838,98.921,93.394
7,72,5,5.259,5.058,10.936
7,73,1,57.815,98.468,91.759
7,73,2,2.923,4.794,9.849
7,73,3,53.007,90.583,75.559
7,73,4,62.623,98.757,92.467
7,73,5,5.056,4.869,10.733
7,74,1,51.642,100,70.244
7,74,2,0.706,2.015,7.012
7,74,3,50.481,96.686,58.71
7,74,4,52.803,100,81.778
7,74,5,1.367,2.015,9.983
7,75,1,60.561,98.992,87.95
7,75,2,2.441,3.902,5.893
7,75,3,56.546,92.575,78.256
7,75,4,64.576,99.132,97.644
7,75,5,4.03,3.941,6.701
7,76,1,49.656,99.699,88.233
7,76,2,2.409,4.715,7.112
7,76,3,45.693,91.943,76.534
7,76,4,53.619,99.779,99.932
7,76,5,4.852,4.729,8.061
7,77,1,53.284,98.462,88.656
7,77,2,2.922,5.202,10.648
7,77,3,48.477,89.906,71.141
7,77,4,58.091,98.591,89.016
7,77,5,5.485,5.283,12.011
7,78,1,62.149,96.772,67.378
7,78,2,1.846,2.977,5.625
7,78,3,59.112,91.875,58.126
7,78,4,65.186,96.865,76.631
7,78,5,2.971,3.077,8.349
7,79,1,57.623,97.495,74.575
7,79,2,2.936,4.818,9.78
7,79,3,52.793,89.57,58.488
7,79,4,62.453,97.686,90.662
7,79,5,5.096,4.942,13.114
7,80,1,49.069,100,96.1
7,80,2,2.53,5.018,7.282
7,80,3,44.908,91.746,84.123
7,80,4,53.231,100,96.443
7,80,5,5.156,5.018,7.577
7,81,1,54.667,99.326,97.56
7,81,2,2.967,5.168,10.436
7,81,3,49.787,90.826,80.394
7,81,4,59.548,99.421,97.748
7,81,5,5.428,5.203,10.697
7,82,1,54.004,98.84,100
7,82,2,2.943,5.179,9.705
7,82,3,49.163,90.322,84.037
7,82,4,58.845,99.069,100
7,82,5,5.45,5.24,9.705
7,83,1,54.784,97.744,88.154
7,83,2,2.904,5.013,10.383
7,83,3,50.008,89.498,71.076
7,83,4,59.56,98.014,88.799
7,83,5,5.3,5.129,11.778
7,84,1,54.171,98.574,87.322
7,84,2,2.915,5.103,10.396
7,84,3,49.376,90.18,70.222
7,84,4,58.965,98.891,88.341
7,84,5,5.381,5.177,11.905
7,85,1,59.184,97.968,87.751
7,85,2,2.913,4.658,9.597
7,85,3,54.393,90.306,71.966
7,85,4,63.975,98.295,88.599
7,85,5,4.921,4.754,10.936
7,86,1,58.742,97.949,69.037
7,86,2,2.468,4.067,6.025
7,86,3,54.682,91.259,59.127
7,86,4,62.802,98.165,78.947
7,86,5,4.202,4.152,8.727
7,87,1,58.051,97.923,64.21
7,87,2,1.985,3.525,5.124
7,87,3,54.786,92.125,55.782
7,87,4,61.315,98.098,72.639
7,87,5,3.419,3.6,7.98
7,88,1,56.96,98.673,100
7,88,2,2.895,4.821,9.859
7,88,3,52.198,90.744,83.783
7,88,4,61.722,99.19,100
7,88,5,5.083,4.886,9.859
7,89,1,60.153,95.625,54.209
7,89,2,1.846,2.719,2.482
7,89,3,57.117,91.153,50.127
7,89,4,63.19,95.711,58.291
7,89,5,3.069,2.843,4.578
7,90,1,53.827,99.675,100
7,90,2,2.558,4.616,10.123
7,90,3,49.619,92.083,83.349
7,90,4,58.036,99.848,100
7,90,5,4.753,4.631,10.123
7,91,1,59.071,98.104,81.496
7,91,2,2.934,4.704,9.54
7,91,3,54.245,90.367,65.804
7,91,4,63.896,98.386,97.189
7,91,5,4.966,4.795,11.706
7,92,1,57.017,98.904,78.084
7,92,2,2.483,4.231,6.297
7,92,3,52.932,91.946,67.726
7,92,4,61.102,99.077,88.443
7,92,5,4.356,4.277,8.065
7,93,1,55.237,98.462,75.362
7,93,2,2.443,4.3,6.25
7,93,3,51.218,91.389,65.082
7,93,4,59.256,98.616,85.641
7,93,5,4.423,4.367,8.293
7,94,1,57.935,97.964,88.661
7,94,2,2.924,4.779,9.841
7,94,3,53.125,90.104,72.474
7,94,4,62.745,98.129,89.062
7,94,5,5.048,4.878,11.1
7,96,1,53.567,99.622,98.51
7,96,2,2.947,5.241,10.639
7,96,3,48.72,91.001,81.011
7,96,4,58.415,99.681,98.631
7,96,5,5.502,5.261,10.799
7,97,1,57.965,97.035,68.886
7,97,2,1.84,3.423,7.423
7,97,3,54.938,91.405,56.676
7,97,4,60.991,97.174,81.097
7,97,5,3.175,3.528,10.776
7,98,1,57.67,97.224,97.3
7,98,2,2.518,4.195,6.815
7,98,3,53.528,90.323,86.09
7,98,4,61.812,97.698,97.773
7,98,5,4.366,4.315,7.004
7,99,1,42.356,100,85.942
7,99,2,1.27,2.975,2.3
7,99,3,40.267,95.107,82.159
7,99,4,44.444,100,89.724
7,99,5,2.998,2.975,2.676
7,100,1,46.894,99.915,92.423
7,100,2,1.337,2.829,2.393
7,100,3,44.695,95.262,88.487
7,100,4,49.093,99.95,96.359
7,100,5,2.85,2.831,2.589
7,101,1,60.236,94.502,48.618
7,101,2,0.943,1.49,3.141
7,101,3,58.685,92.051,43.451
7,101,4,61.787,96.953,53.784
7,101,5,1.565,1.577,6.461
7,102,1,52.564,98.109,73.42
7,102,2,2.945,5.309,10.595
7,102,3,47.72,89.377,55.994
7,102,4,57.408,98.282,90.847
7,102,5,5.603,5.411,14.43
7,103,1,52.504,97.76,80.931
7,103,2,2.926,5.274,10.732
7,103,3,47.692,89.085,63.278
7,103,4,57.317,97.982,98.584
7,103,5,5.573,5.395,13.261
7,104,1,56.858,98.671,89.221
7,104,2,2.475,4.203,6.479
7,104,3,52.787,91.758,78.564
7,104,4,60.929,98.882,99.879
7,104,5,4.353,4.26,7.262
7,105,1,52.75,98.233,87.042
7,105,2,2.903,5.212,10.689
7,105,3,47.976,89.66,69.46
7,105,4,57.524,98.494,87.785
7,105,5,5.502,5.306,12.28
7,106,1,62.012,98.112,93.042
7,106,2,2.35,3.679,5.498
7,106,3,58.146,92.061,83.999
7,106,4,65.877,98.238,93.29
7,106,5,3.79,3.75,5.909
7,107,1,57.078,98.948,89.296
7,107,2,2.337,3.975,5.891
7,107,3,53.234,92.41,79.607
7,107,4,60.922,99.047,98.986
7,107,5,4.094,4.017,6.597
7,108,1,57.287,96.65,64.504
7,108,2,2.461,3.909,5.284
7,108,3,53.24,90.22,55.814
7,108,4,61.335,96.787,73.195
7,108,5,4.295,4.045,8.191
7,109,1,61.187,93.932,66.441
7,109,2,2.519,3.728,2.671
7,109,3,57.044,87.8,62.047
7,109,4,65.329,94.239,70.834
7,109,5,4.116,3.968,4.02
7,110,1,58.345,98.21,100
7,110,2,2.895,4.698,9.22
7,110,3,53.584,90.482,84.835
7,110,4,63.106,98.582,100
7,110,5,4.961,4.784,9.22
7,111,1,54.524,97.575,100
7,111,2,2.921,5.069,10.199
7,111,3,49.719,89.238,83.224
7,111,4,59.33,97.769,100
7,111,5,5.358,5.194,10.199
7,112,1,51.396,100,100
7,112,2,3.035,5.633,9.966
7,112,3,46.403,90.734,83.607
7,112,4,56.389,100,100
7,112,5,5.906,5.633,9.966
7,113,1,53.705,98.546,100
7,113,2,2.942,5.2,9.801
7,113,3,48.867,89.993,83.878
7,113,4,58.543,98.894,100
7,113,5,5.477,5.277,9.801
7,114,1,58.477,98.618,80.431
7,114,2,2.961,4.805,9.58
7,114,3,53.608,90.714,64.673
7,114,4,63.347,98.811,96.188
7,114,5,5.063,4.873,11.911
7,115,1,56.377,98.613,88.65
7,115,2,2.943,4.954,10.133
7,115,3,51.537,90.464,71.982
7,115,4,61.218,98.863,89.408
7,115,5,5.22,5.024,11.431
7,116,1,56.379,98.832,95.939
7,116,2,2.94,4.953,10.096
7,116,3,51.543,90.684,79.333
7,116,4,61.215,99.07,96.405
7,116,5,5.215,5.012,10.523
7,117,1,57.582,98.525,100
7,117,2,2.909,4.791,9.648
7,117,3,52.797,90.644,84.13
7,117,4,62.367,98.847,100
7,117,5,5.052,4.863,9.648
7,118,1,55.07,98.516,100
7,118,2,2.926,5.042,10.187
7,118,3,50.257,90.223,83.244
7,118,4,59.883,98.913,100
7,118,5,5.313,5.118,10.187
7,119,1,53.849,99.152,100
7,119,2,2.973,5.255,9.834
7,119,3,48.959,90.509,83.825
7,119,4,58.739,99.472,100
7,119,5,5.521,5.3,9.834
7,120,1,57.962,98.905,82.722
7,120,2,2.995,4.913,9.708
7,120,3,53.035,90.824,66.754
7,120,4,62.889,99.265,98.69
7,120,5,5.168,4.968,11.736
7,121,1,52.073,97.555,100
7,121,2,2.931,5.327,10.919
7,121,3,47.252,88.793,82.04
7,121,4,56.894,98.008,100
7,121,5,5.629,5.46,10.919
7,122,1,60.399,98.101,85.532
7,122,2,2.926,4.588,9.417
7,122,3,55.587,90.555,70.042
7,122,4,65.212,98.357,86.275
7,122,5,4.844,4.676,11.01
7,123,1,56.418,98.193,79.527
7,123,2,2.916,4.895,9.966
7,123,3,51.621,90.141,63.134
7,123,4,61.214,98.498,95.921
7,123,5,5.169,4.985,12.532
7,124,1,55.729,98.343,81.419
7,124,2,2.927,4.977,10.062
7,124,3,50.915,90.156,64.869
7,124,4,60.543,98.554,97.969
7,124,5,5.251,5.061,12.358
7,125,1,58.504,95.642,79.192
7,125,2,3.008,4.846,9.866
7,125,3,53.556,87.67,62.963
7,125,4,63.452,96.13,95.421
7,125,5,5.142,5.067,12.459
8,0,1,60.699,97.216,34.062
8,0,2,0.536,0.244,0.896
8,0,3,59.817,96.814,32.587
8,0,4,61.58,97.618,35.536
8,0,5,0.883,0.251,2.632
8,1,1,58.745,98.178,46.02
8,1,2,2.503,4.123,6.299
8,1,3,54.629,91.397,35.659
8,1,4,62.862,98.443,56.38
8,1,5,4.26,4.199,13.688
8,2,1,57.425,96.583,40.877
8,2,2,2.624,4.225,5.474
8,2,3,53.108,89.634,31.873
8,2,4,61.742,96.856,49.881
8,2,5,4.57,4.374,13.391
8,3,1,54.563,98.576,63.385
8,3,2,2.939,5.115,10.335
8,3,3,49.728,90.162,46.385
8,3,4,59.397,98.868,80.386
8,3,5,5.386,5.189,16.306
8,4,1,69.508,97.71,46.275
8,4,2,3.235,4.436,8.239
8,4,3,64.188,90.413,32.723
8,4,4,74.828,97.919,59.826
8,4,5,4.653,4.54,17.804
8,5,1,57.979,97.403,49.116
8,5,2,2.476,4.141,6.21
8,5,3,53.906,90.592,38.901
8,5,4,62.052,97.646,59.331
8,5,5,4.271,4.251,12.644
8,6,1,52.544,98.64,62.04
8,6,2,2.963,5.36,10.795
8,6,3,47.67,89.824,44.284
8,6,4,57.418,98.985,79.795
8,6,5,5.64,5.434,17.4
8,7,1,45.43,100,90.716
8,7,2,0.748,2.697,1.197
8,7,3,44.2,95.564,88.748
8,7,4,46.66,100,92.684
8,7,5,1.646,2.697,1.319
8,8,1,52.189,99.796,96.972
8,8,2,2.954,5.395,10.932
8,8,3,47.33,90.922,78.991
8,8,4,57.047,99.891,97.409
8,8,5,5.659,5.406,11.273
8,9,1,53.924,99.318,73.503
8,9,2,2.927,5.163,10.417
8,9,3,49.109,90.825,56.368
8,9,4,58.738,99.447,90.638
8,9,5,5.428,5.199,14.173
8,10,1,59.1,98.113,58.712
8,10,2,2.927,4.697,9.575
8,10,3,54.285,90.388,42.963
8,10,4,63.914,98.318,74.461
8,10,5,4.953,4.787,16.308
8,11,1,58.493,96.704,39.806
8,11,2,2.125,3.09,6.52
8,11,3,54.998,91.621,29.081
8,11,4,61.987,96.896,50.531
8,11,5,3.632,3.195,16.38
8,12,1,51.263,99.128,87.605
8,12,2,2.909,5.394,11.058
8,12,3,46.478,90.255,69.416
8,12,4,56.047,99.376,88.644
8,12,5,5.674,5.442,12.623
8,13,1,57.045,98.336,57.511
8,13,2,2.949,4.907,9.89
8,13,3,52.194,90.264,41.243
8,13,4,61.895,98.611,73.779
8,13,5,5.169,4.99,17.197
8,14,1,56.213,98.865,81.491
8,14,2,3.004,5.086,10.132
8,14,3,51.272,90.499,64.825
8,14,4,61.154,99.336,98.156
8,14,5,5.344,5.145,12.433
8,15,1,53.704,99.354,79.659
8,15,2,2.971,5.268,10.589
8,15,3,48.817,90.688,62.242
8,15,4,58.591,99.75,97.077
8,15,5,5.533,5.302,13.293
8,16,1,54.21,98.32,69.461
8,16,2,2.922,5.116,10.461
8,16,3,49.403,89.906,52.253
8,16,4,59.017,98.789,86.668
8,16,5,5.391,5.203,15.061
8,17,1,56.238,97.543,40.377
8,17,2,2.012,3.588,6.232
8,17,3,52.929,91.641,30.126
8,17,4,59.548,97.633,50.629
8,17,5,3.578,3.679,15.435
8,18,1,54.531,98.203,56.78
8,18,2,3.013,5.252,10.427
8,18,3,49.575,89.565,39.629
8,18,4,59.487,98.623,73.931
8,18,5,5.526,5.348,18.364
8,19,1,60.108,96.577,27.381
8,19,2,0.745,1.264,1.071
8,19,3,58.883,94.497,25.619
8,19,4,61.334,98.657,29.143
8,19,5,1.24,1.309,3.913
8,20,1,54.179,99.823,74.19
8,20,2,2.987,5.256,10.502
8,20,3,49.266,91.178,56.915
8,20,4,59.091,99.923,91.465
8,20,5,5.512,5.265,14.156
8,21,1,60.331,95.728,38.344
8,21,2,2.05,3.678,4.392
8,21,3,56.96,89.678,31.119
8,21,4,63.702,95.853,45.568
8,21,5,3.397,3.843,11.454
8,22,1,44.522,100,91.836
8,22,2,3.064,6.557,12.677
8,22,3,39.482,89.214,70.985
8,22,4,49.562,100,93.251
8,22,5,6.882,6.557,13.804
8,23,1,56.21,98.165,58.822
8,23,2,2.938,4.959,10.087
8,23,3,51.378,90.009,42.231
8,23,4,61.042,98.565,75.413
8,23,5,5.226,5.051,17.148
8,24,1,54.701,98.795,57.127
8,24,2,2.95,5.125,10.381
8,24,3,49.848,90.365,40.053
8,24,4,59.554,99.169,74.202
8,24,5,5.394,5.188,18.171
8,25,1,52.433,98.788,68.159
8,25,2,2.929,5.307,10.778
8,25,3,47.616,90.059,50.43
8,25,4,57.251,99.086,85.888
8,25,5,5.586,5.372,15.814
8,26,1,48.404,99.689,70.063
8,26,2,3.022,5.955,8.134
8,26,3,43.434,89.894,56.684
8,26,4,53.374,99.884,83.442
8,26,5,6.242,5.973,11.609
8,27,1,54.99,98.822,75.856
8,27,2,2.919,5.043,10.307
8,27,3,50.188,90.528,58.903
8,27,4,59.791,98.945,92.81
8,27,5,5.308,5.103,13.587
8,28,1,56.49,97.816,64.556
8,28,2,2.922,4.902,6.993
8,28,3,51.684,89.753,53.054
8,28,4,61.296,98.322,76.059
8,28,5,5.172,5.011,10.833
8,29,1,55.472,98.882,74.246
8,29,2,2.941,5.039,10.226
8,29,3,50.635,90.593,57.425
8,29,4,60.31,99.004,91.066
8,29,5,5.302,5.096,13.774
8,30,1,50.836,100,90.052
8,30,2,2.987,5.579,11.03
8,30,3,45.922,90.823,71.91
8,30,4,55.749,100,90.992
8,30,5,5.876,5.579,12.248
8,31,1,55.126,98.838,49.122
8,31,2,2.416,4.269,6.283
8,31,3,51.151,91.815,38.787
8,31,4,59.101,98.974,59.457
8,31,5,4.384,4.32,12.791
8,32,1,56.665,98.11,38.994
8,32,2,2.42,4.146,5.845
8,32,3,52.684,91.29,29.38
8,32,4,60.645,98.206,48.609
8,32,5,4.271,4.226,14.99
8,33,1,50.632,99.714,100
8,33,2,2.974,5.6,10.023
8,33,3,45.74,90.502,83.514
8,33,4,55.523,99.951,99.999
8,33,5,5.874,5.616,10.023
8,34,1,51.952,98.52,72.382
8,34,2,2.959,5.411,10.973
8,34,3,47.086,89.62,54.332
8,34,4,56.819,98.897,90.431
8,34,5,5.695,5.492,15.16
8,35,1,60.547,97.773,46.494
8,35,2,2.987,4.682,6.22
8,35,3,55.633,90.072,36.263
8,35,4,65.461,98.104,56.725
8,35,5,4.934,4.788,13.378
8,36,1,59.136,97.144,42.418
8,36,2,2.421,3.965,5.895
8,36,3,55.154,90.623,32.722
8,36,4,63.119,97.343,52.114
8,36,5,4.095,4.081,13.897
8,37,1,64.216,97.182,24.9
8,37,2,0.702,1.092,0.928
8,37,3,63.061,95.386,23.374
8,37,4,65.37,98.979,26.426
8,37,5,1.093,1.124,3.726
8,38,1,54.249,98.641,67.056
8,38,2,2.941,5.15,7.161
8,38,3,49.412,90.171,55.276
8,38,4,59.086,99.007,78.835
8,38,5,5.421,5.22,10.68
8,39,1,55.441,98.758,64.528
8,39,2,2.952,5.059,10.187
8,39,3,50.586,90.437,47.771
8,39,4,60.296,99.133,81.284
8,39,5,5.324,5.123,15.787
8,40,1,51.156,98.867,57.875
8,40,2,1.841,3.452,5.618
8,40,3,48.127,93.189,48.634
8,40,4,54.184,99.032,67.116
8,40,5,3.599,3.491,9.707
8,41,1,55.53,98.235,94.624
8,41,2,2.893,4.94,10.381
8,41,3,50.771,90.109,77.55
8,41,4,60.288,98.994,96.097
8,41,5,5.21,5.029,10.97
8,42,1,54.839,99.036,79.431
8,42,2,2.996,5.202,10.57
8,42,3,49.91,90.48,62.045
8,42,4,59.767,99.544,96.816
8,42,5,5.464,5.252,13.307
8,43,1,53.935,98.828,70.237
8,43,2,2.971,5.238,10.528
8,43,3,49.048,90.212,52.92
8,43,4,58.822,99.256,87.554
8,43,5,5.508,5.3,14.989
8,44,1,53.499,99.038,70.277
8,44,2,2.933,5.212,10.534
8,44,3,48.674,90.464,52.95
8,44,4,58.324,99.36,87.604
8,44,5,5.483,5.263,14.989
8,45,1,57.973,97.679,50.577
8,45,2,2.409,4.076,5.942
8,45,3,54.01,90.976,40.803
8,45,4,61.936,97.85,60.351
8,45,5,4.156,4.173,11.749
8,46,1,53.833,99.774,89.697
8,46,2,2.98,5.278,10.508
8,46,3,48.932,91.092,72.413
8,46,4,58.735,99.889,90.689
8,46,5,5.535,5.29,11.715
8,47,1,57.003,98.811,79.028
8,47,2,2.954,4.925,9.947
8,47,3,52.145,90.709,62.666
8,47,4,61.861,99.172,95.39
8,47,5,5.181,4.985,12.587
8,48,1,54.37,98.517,62.039
8,48,2,2.944,5.142,10.392
8,48,3,49.527,90.059,44.946
8,48,4,59.212,98.709,79.132
8,48,5,5.414,5.219,16.75
8,49,1,54.225,98.796,82.054
8,49,2,2.913,5.102,10.51
8,49,3,49.434,90.404,64.767
8,49,4,59.016,99.241,99.341
8,49,5,5.372,5.164,12.808
8,50,1,61.183,97.426,48.415
8,50,2,2.579,4.105,4.876
8,50,3,56.941,90.673,40.395
8,50,4,65.424,97.571,56.435
8,50,5,4.215,4.214,10.071
8,51,1,56.873,99.598,52.294
8,51,2,2.686,4.562,7.119
8,51,3,52.455,92.093,40.584
8,51,4,61.292,99.75,64.004
8,51,5,4.723,4.581,13.614
8,52,1,57.804,98.437,54.403
8,52,2,2.934,4.817,9.766
8,52,3,52.978,90.515,38.338
8,52,4,62.629,98.623,70.467
8,52,5,5.075,4.893,17.952
8,53,1,57.338,98.304,63.621
8,53,2,2.931,4.85,9.907
8,53,3,52.518,90.326,47.326
8,53,4,62.159,98.706,79.916
8,53,5,5.111,4.933,15.572
8,54,1,59.047,96.04,85.651
8,54,2,0.614,2.292,1.999
8,54,3,58.036,92.269,82.363
8,54,4,60.058,99.81,88.939
8,54,5,1.041,2.387,2.334
8,55,1,56.561,97.708,51.55
8,55,2,2.942,4.93,10.021
8,55,3,51.722,89.599,35.067
8,55,4,61.4,97.979,68.033
8,55,5,5.201,5.046,19.44
8,56,1,51.19,99.012,89.084
8,56,2,2.965,5.512,11.168
8,56,3,46.313,89.946,70.714
8,56,4,56.067,99.447,90.797
8,56,5,5.792,5.567,12.537
8,57,1,52.935,99.368,78.293
8,57,2,3.024,5.447,10.731
8,57,3,47.96,90.41,60.642
8,57,4,57.91,99.687,95.943
8,57,5,5.714,5.481,13.706
8,58,1,54.159,98.736,62.825
8,58,2,2.971,5.216,10.469
8,58,3,49.272,90.156,45.606
8,58,4,59.047,99.184,80.044
8,58,5,5.487,5.283,16.663
8,59,1,55.829,98.852,44.01
8,59,2,2.945,5.012,6.883
8,59,3,50.985,90.608,32.688
8,59,4,60.674,99.183,55.332
8,59,5,5.275,5.07,15.64
8,60,1,56.729,98.767,50.674
8,60,2,2.942,4.926,9.909
8,60,3,51.89,90.664,34.376
8,60,4,61.568,99.002,66.972
8,60,5,5.186,4.988,19.553
8,61,1,52.169,99.258,60.127
8,61,2,3.043,5.56,7.492
8,61,3,47.164,90.113,47.804
8,61,4,57.174,99.555,72.449
8,61,5,5.833,5.601,12.46
8,62,1,56.116,98.113,53.621
8,62,2,2.927,4.947,10.048
8,62,3,51.301,89.975,37.094
8,62,4,60.93,98.301,70.149
8,62,5,5.216,5.042,18.739
8,63,1,50.164,99.168,76.717
8,63,2,2.931,5.557,11.233
8,63,3,45.343,90.028,58.24
8,63,4,54.985,99.446,95.193
8,63,5,5.843,5.604,14.642
8,64,1,51.689,99.471,89.183
8,64,2,2.934,5.404,11.005
8,64,3,46.863,90.582,71.081
8,64,4,56.516,99.801,91.215
8,64,5,5.677,5.433,12.34
8,65,1,50.195,100,83.128
8,65,2,2.955,5.612,11.188
8,65,3,45.334,90.77,64.725
8,65,4,55.055,100,83.99
8,65,5,5.887,5.612,13.459
8,66,1,53.065,99.27,95.017
8,66,2,2.919,5.234,10.706
8,66,3,48.263,90.661,77.408
8,66,4,57.867,99.509,95.709
8,66,5,5.502,5.272,11.267
8,67,1,54.826,98.597,73.321
8,67,2,2.97,5.149,10.345
8,67,3,49.941,90.128,56.304
8,67,4,59.712,98.973,90.337
8,67,5,5.417,5.222,14.11
9,0,1,61.895,96.247,46.231
9,0,2,0.692,0.303,1.023
9,0,3,60.757,95.749,44.548
9,0,4,63.034,96.746,47.914
9,0,5,1.118,0.315,2.213
9,2,1,60.304,96.842,37.756
9,2,2,2.189,3.485,3.919
9,2,3,56.703,91.11,31.31
9,2,4,63.905,96.903,44.202
9,2,5,3.63,3.598,10.38
9,3,1,55.772,97.362,41.11
9,3,2,1.847,3.324,4.273
9,3,3,52.734,91.894,34.082
9,3,4,58.809,97.41,48.137
9,3,5,3.311,3.414,10.393
9,4,1,63.675,97.291,44.42
9,4,2,2.639,3.977,5.55
9,4,3,59.334,90.75,35.29
9,4,4,68.015,97.37,53.549
9,4,5,4.144,4.087,12.495
9,5,1,59.831,96.59,40.737
9,5,2,1.915,3.096,3.006
9,5,3,56.681,91.498,35.792
9,5,4,62.981,96.629,45.682
9,5,5,3.201,3.205,7.38
9,6,1,61.27,95.642,46.884
9,6,2,2.243,3.49,4.415
9,6,3,57.58,89.901,39.622
9,6,4,64.96,95.716,54.147
9,6,5,3.661,3.649,9.417
9,7,1,61.219,94.828,47.794
9,7,2,1.366,2.255,2.647
9,7,3,58.972,91.118,43.44
9,7,4,63.466,98.537,52.148
9,7,5,2.231,2.378,5.539
9,8,1,64.534,93.4,59.465
9,8,2,2.132,3.297,4.85
9,8,3,61.028,87.977,51.488
9,8,4,68.041,98.823,67.443
9,8,5,3.303,3.53,8.156
9,9,1,63.281,96.899,65.306
9,9,2,2.297,3.432,5.316
9,9,3,59.504,91.253,56.562
9,9,4,67.059,97.002,74.051
9,9,5,3.629,3.542,8.141
9,10,1,64.039,96.163,46.411
9,10,2,2.041,3.185,3.29
9,10,3,60.681,90.924,40.999
9,10,4,67.396,96.213,51.823
9,10,5,3.187,3.312,7.089
9,11,1,63.263,96.819,52.081
9,11,2,2.031,3.187,4.492
9,11,3,59.923,91.577,44.693
9,11,4,66.604,96.884,59.47
9,11,5,3.21,3.292,8.625
9,12,1,60.192,96.883,48.339
9,12,2,1.794,2.775,3.908
9,12,3,57.24,92.319,41.911
9,12,4,63.143,96.931,54.767
9,12,5,2.981,2.864,8.085
9,13,1,63.972,96.051,56.311
9,13,2,1.956,2.971,3.77
9,13,3,60.755,91.165,50.11
9,13,4,67.188,96.118,62.512
9,13,5,3.057,3.093,6.694
9,14,1,60.264,97.103,50.977
9,14,2,2.389,3.83,9.743
9,14,3,56.334,90.803,34.951
9,14,4,64.193,97.159,67.004
9,14,5,3.964,3.944,19.113
9,15,1,68.962,97.127,46.462
9,15,2,1.94,2.852,3.855
9,15,3,65.771,92.436,40.122
9,15,4,72.153,97.175,52.802
9,15,5,2.813,2.936,8.296
9,16,1,66.498,96.456,32.619
9,16,2,2.335,3.427,4.798
9,16,3,62.658,90.819,24.727
9,16,4,70.339,96.519,40.511
9,16,5,3.511,3.553,14.709
9,17,1,62.486,97.022,45.758
9,17,2,1.892,2.986,4.025
9,17,3,59.374,92.111,39.137
9,17,4,65.598,97.08,52.38
9,17,5,3.028,3.077,8.797
10,0,1,59.774,97.013,50.416
10,0,2,0.557,0.241,1.052
10,0,3,58.858,96.615,48.685
10,0,4,60.691,97.41,52.147
10,0,5,0.932,0.249,2.087
10,1,1,54.042,98.729,68.73
10,1,2,2.032,3.931,3.596
10,1,3,50.7,92.264,62.814
10,1,4,57.384,98.883,74.645
10,1,5,3.76,3.981,5.233
10,2,1,60.586,98.565,80.317
10,2,2,3.007,4.721,9.94
10,2,3,55.64,90.799,63.967
10,2,4,65.532,98.969,96.667
10,2,5,4.963,4.79,12.376
10,3,1,56.178,98.792,80.697
10,3,2,2.996,5.072,10.701
10,3,3,51.251,90.45,63.096
10,3,4,61.106,99.174,98.298
10,3,5,5.332,5.134,13.26
10,4,1,58.893,98.161,54.202
10,4,2,0.318,1.694,1.067
10,4,3,58.37,95.374,52.447
10,4,4,59.415,98.334,55.958
10,4,5,0.539,1.726,1.969
10,5,1,60.199,96.456,43.367
10,5,2,0.723,1.212,1.599
10,5,3,59.01,94.463,40.737
10,5,4,61.388,98.45,45.998
10,5,5,1.201,1.256,3.688
10,6,1,57.351,97.352,78.904
10,6,2,2.576,4.356,7.115
10,6,3,53.115,90.187,67.201
10,6,4,61.588,97.739,90.608
10,6,5,4.491,4.475,9.018
10,7,1,62.017,96.226,36.288
10,7,2,1.01,1.685,1.752
10,7,3,60.355,93.453,33.406
10,7,4,63.679,98.998,39.17
10,7,5,1.629,1.752,4.828
10,8,1,59.653,98.028,59.817
10,8,2,2.849,4.572,5.535
10,8,3,54.967,90.508,50.713
10,8,4,64.34,98.199,68.921
10,8,5,4.776,4.664,9.253
10,9,1,59.517,98.555,66.108
10,9,2,3.009,4.809,10.189
10,9,3,54.568,90.645,49.349
10,9,4,64.466,98.83,82.868
10,9,5,5.055,4.88,15.413
10,10,1,50.977,99.399,86.867
10,10,2,2.165,4.165,1.388
10,10,3,47.415,92.548,84.583
10,10,4,54.538,99.659,89.15
10,10,5,4.248,4.19,1.598
10,11,1,50.622,99.124,84.786
10,11,2,3.031,5.701,11.888
10,11,3,45.636,89.747,65.232
10,11,4,55.607,99.425,86.225
10,11,5,5.987,5.751,14.021
10,12,1,59.617,96.764,48.062
