ent,mun,est,pea,ocupados,informales
29,8,1,61.038,94.119,82.188
29,8,2,1.914,2.459,3.486
29,8,3,57.89,90.073,76.454
29,8,4,64.186,98.164,87.922
29,8,5,3.136,2.613,4.242
29,9,1,59.095,97.082,69.878
29,9,2,2.982,4.775,7.009
29,9,3,54.19,89.228,58.35
29,9,4,64,97.575,81.406
29,9,5,5.046,4.919,10.03
29,10,1,61.518,98.373,70.662
29,10,2,2.604,4.086,7.508
29,10,3,57.235,91.652,58.312
29,10,4,65.802,98.481,83.011
29,10,5,4.233,4.154,10.625
29,11,1,57.626,96.408,81.321
29,11,2,2.59,4.324,7.266
29,11,3,53.366,89.297,69.37
29,11,4,61.885,97.028,93.273
29,11,5,4.494,4.485,8.935
29,12,1,51.386,99.286,83.571
29,12,2,0.865,2.694,0.066
29,12,3,49.964,94.855,83.463
29,12,4,52.808,99.486,83.679
29,12,5,1.683,2.713,0.079
29,13,1,60.469,96.851,67.409
29,13,2,2.085,3.073,5.854
29,13,3,57.04,91.796,57.78
29,13,4,63.898,96.984,77.038
29,13,5,3.448,3.173,8.684
29,14,1,59.417,97.805,64.354
29,14,2,2.964,4.726,6.616
29,14,3,54.541,90.031,53.471
29,14,4,64.293,98.078,75.237
29,14,5,4.989,4.832,10.281
29,15,1,58.457,95.291,69.502
29,15,2,1.876,2.63,6.413
29,15,3,55.371,90.965,58.954
29,15,4,61.544,99.617,80.05
29,15,5,3.21,2.76,9.226
29,16,1,61.773,97.984,80.041
29,16,2,2.985,4.582,9.727
29,16,3,56.863,90.448,64.042
29,16,4,66.683,98.336,96.04
29,16,5,4.833,4.676,12.152
29,17,1,63.216,97.999,87.68
29,17,2,2.659,4.04,5.745
29,17,3,58.843,91.353,78.231
29,17,4,67.589,98.288,97.129
29,17,5,4.206,4.123,6.552
29,18,1,62.904,96.474,65.269
29,18,2,2.094,3.371,5.507
29,18,3,59.459,90.93,56.21
29,18,4,66.349,96.688,74.327
29,18,5,3.329,3.494,8.437
29,19,1,68.372,98.263,71.1
29,19,2,2.022,2.892,6.843
29,19,3,65.045,93.507,59.844
29,19,4,71.698,98.45,82.356
29,19,5,2.958,2.943,9.625
29,20,1,60.021,97.466,81.114
29,20,2,2.721,4.24,7.819
29,20,3,55.546,90.492,68.253
29,20,4,64.497,97.834,93.976
29,20,5,4.534,4.35,9.64
29,21,1,53.065,95.395,82.204
29,21,2,0.287,0.91,1.921
29,21,3,52.593,93.898,79.044
29,21,4,53.537,96.893,85.364
29,21,5,0.541,0.954,2.337
29,22,1,66.163,98.491,50.598
29,22,2,1.666,2.378,5.773
29,22,3,63.423,94.58,41.102
29,22,4,68.904,98.807,60.093
29,22,5,2.518,2.414,11.409
29,23,1,62.541,96.875,72.228
29,23,2,1.693,2.995,4.004
29,23,3,59.756,91.948,65.642
29,23,4,65.326,97.119,78.813
29,23,5,2.708,3.092,5.543
29,24,1,56.467,94.887,68.554
29,24,2,1.247,2.407,4.17
29,24,3,54.416,90.928,61.695
29,24,4,58.517,98.846,75.414
29,24,5,2.208,2.537,6.083
29,25,1,68.461,97.68,84.563
29,25,2,1.356,1.881,2.815
29,25,3,66.231,94.586,79.934
29,25,4,70.691,97.797,89.193
29,25,5,1.98,1.926,3.328
29,26,1,58.981,95.12,70.668
29,26,2,2.043,2.695,8.802
29,26,3,55.62,90.687,56.19
29,26,4,62.342,99.553,85.146
29,26,5,3.464,2.833,12.456
29,27,1,55,99.114,67.82
29,27,2,1.87,3.472,1.745
29,27,3,51.924,93.403,64.949
29,27,4,58.076,99.302,70.691
29,27,5,3.4,3.503,2.574
29,28,1,61.161,96.732,70.439
29,28,2,2.054,3.283,4.084
29,28,3,57.782,91.333,63.722
29,28,4,64.541,96.993,77.156
29,28,5,3.359,3.394,5.797
29,29,1,55.242,97.332,68.588
29,29,2,2.989,5.125,10.999
29,29,3,50.325,88.903,50.496
29,29,4,60.159,97.662,86.68
29,29,5,5.411,5.266,16.037
29,30,1,60.108,97.861,83.985
29,30,2,2.976,4.692,10.026
29,30,3,55.212,90.143,67.493
29,30,4,65.003,98.132,84.763
29,30,5,4.951,4.795,11.938
29,31,1,61.474,96.069,64.735
29,31,2,2.086,3.298,5.898
29,31,3,58.043,90.644,55.034
29,31,4,64.905,96.311,74.437
29,31,5,3.393,3.433,9.111
29,32,1,60.348,97.102,78.341
29,32,2,2.816,4.359,7.631
29,32,3,55.716,89.932,65.789
29,32,4,64.98,97.428,90.892
29,32,5,4.666,4.489,9.741
29,33,1,61.942,96.466,58.149
29,33,2,1.773,2.859,3.833
29,33,3,59.026,91.763,51.844
29,33,4,64.859,96.598,64.453
29,33,5,2.863,2.964,6.592
29,34,1,55.984,98.62,73.653
29,34,2,1.692,2.913,3.012
29,34,3,53.2,93.827,68.7
29,34,4,58.768,98.752,78.607
29,34,5,3.023,2.954,4.089
29,35,1,61.086,98.584,80.949
29,35,2,2.203,3.524,5.254
29,35,3,57.462,92.789,72.306
29,35,4,64.71,98.905,89.591
29,35,5,3.607,3.574,6.491
29,36,1,59.768,97.4,68.685
29,36,2,1.464,2.445,4.658
29,36,3,57.36,93.379,61.023
29,36,4,62.176,97.641,76.346
29,36,5,2.449,2.51,6.782
29,37,1,57.861,97.808,83.766
29,37,2,2.582,4.313,6.968
29,37,3,53.614,90.713,72.304
29,37,4,62.109,98.163,95.228
29,37,5,4.463,4.41,8.319
29,38,1,60.371,96.367,63.658
29,38,2,2.531,4.182,7.213
29,38,3,56.208,89.489,51.794
29,38,4,64.534,96.689,75.521
29,38,5,4.192,4.34,11.33
29,39,1,61.99,95.504,63.936
29,39,2,2.572,3.861,5.762
29,39,3,57.759,89.153,54.458
29,39,4,66.221,95.808,73.414
29,39,5,4.15,4.043,9.012
29,40,1,52.234,95.042,77.291
29,40,2,2.136,3.97,6.239
29,40,3,48.722,88.511,67.028
29,40,4,55.747,95.563,87.553
29,40,5,4.088,4.177,8.072
29,41,1,61.084,96.497,64.702
29,41,2,1.797,2.864,5.311
29,41,3,58.127,91.786,55.966
29,41,4,64.04,96.731,73.438
29,41,5,2.942,2.968,8.209
29,42,1,60.842,93.805,60.068
29,42,2,2.039,2.323,3.835
29,42,3,57.489,89.983,53.76
29,42,4,64.196,97.626,66.376
29,42,5,3.351,2.477,6.384
29,43,1,56.188,95.689,61.291
29,43,2,1.814,3.171,5.351
29,43,3,53.203,90.472,52.49
29,43,4,59.172,95.927,70.093
29,43,5,3.229,3.314,8.73
29,44,1,60.565,97.701,64.532
29,44,2,1.874,2.994,3.865
29,44,3,57.482,92.776,58.175
29,44,4,63.648,97.862,70.889
29,44,5,3.094,3.064,5.989
29,45,1,61.614,97.866,86.592
29,45,2,2.986,4.593,9.777
29,45,3,56.703,90.311,70.511
29,45,4,66.526,98.273,87.679
29,45,5,4.846,4.694,11.291
29,46,1,60.94,97.789,89.736
29,46,2,2.983,4.639,9.873
29,46,3,56.034,90.159,73.498
29,46,4,65.847,98.255,90.806
29,46,5,4.895,4.743,11.002
29,47,1,62.29,97.807,88.405
29,47,2,2.984,4.539,9.683
29,47,3,57.382,90.34,72.479
29,47,4,67.197,98.336,89.718
29,47,5,4.79,4.641,10.953
29,48,1,62.464,97.311,63.61
29,48,2,2.992,4.535,9.896
29,48,3,57.543,89.852,47.332
29,48,4,67.384,98.117,79.889
29,48,5,4.789,4.66,15.558
29,49,1,62.659,97.397,75.988
29,49,2,2.899,4.396,8.449
29,49,3,57.891,90.166,62.091
29,49,4,67.427,97.842,89.885
29,49,5,4.626,4.513,11.119
29,50,1,57.579,98.191,71.891
29,50,2,2.341,4.056,6.818
29,50,3,53.729,91.519,60.676
29,50,4,61.429,98.472,83.106
29,50,5,4.065,4.131,9.484
29,51,1,52.274,96.768,74.177
29,51,2,2.041,3.116,8.231
29,51,3,48.917,91.643,60.639
29,51,4,55.631,97.413,87.716
29,51,5,3.905,3.22,11.096
29,52,1,60.277,97.766,88.934
29,52,2,2.977,4.679,9.994
29,52,3,55.38,90.07,72.496
29,52,4,65.173,98.176,89.9
29,52,5,4.938,4.786,11.237
29,53,1,68.034,97.712,76.033
29,53,2,2.808,3.905,5.393
29,53,3,63.415,91.288,67.163
29,53,4,72.652,98.07,84.904
29,53,5,4.127,3.997,7.092
29,54,1,59.003,95.967,66.124
29,54,2,1.917,3.03,3.68
29,54,3,55.851,90.983,60.071
29,54,4,62.156,96.556,72.177
29,54,5,3.248,3.157,5.565
29,55,1,58.05,98.132,90.38
29,55,2,2.977,4.863,10.298
29,55,3,53.153,90.134,73.442
29,55,4,62.947,98.649,91.655
29,55,5,5.128,4.955,11.394
29,56,1,57.802,98.902,72.828
29,56,2,2.557,4.273,6.935
29,56,3,53.597,91.873,61.421
29,56,4,62.007,99.156,84.235
29,56,5,4.423,4.321,9.522
29,57,1,60.211,98.269,84.986
29,57,2,2.985,4.704,9.939
29,57,3,55.3,90.532,68.638
29,57,4,65.121,98.677,86.29
29,57,5,4.958,4.787,11.695
29,58,1,61.183,97.406,88.504
29,58,2,2.692,3.702,5.079
29,58,3,56.755,91.316,80.149
29,58,4,65.611,97.768,96.858
29,58,5,4.4,3.801,5.739
29,59,1,67.883,97.57,86.656
29,59,2,2.309,3.311,5.545
29,59,3,64.086,92.124,77.534
29,59,4,71.681,97.946,95.777
29,59,5,3.401,3.393,6.399
29,60,1,66.02,95.215,65.713
29,60,2,1.571,3.406,8.367
29,60,3,63.435,89.613,51.95
29,60,4,68.604,95.849,79.475
29,60,5,2.38,3.577,12.733
30,0,1,54.764,97.583,68.446
30,0,2,0.759,0.319,1.196
30,0,3,53.516,97.058,66.479
30,0,4,56.013,98.108,70.414
30,0,5,1.386,0.327,1.748
30,1,1,59.218,97.761,74.27
30,1,2,2.921,4.674,10.022
30,1,3,54.414,90.074,57.785
30,1,4,64.023,98.111,90.756
30,1,5,4.933,4.781,13.495
30,2,1,65.678,97.821,92.127
30,2,2,2.981,4.307,9.104
30,2,3,60.774,90.736,77.151
30,2,4,70.582,98.351,93.201
30,2,5,4.54,4.403,9.882
30,3,1,55.841,98.919,65.154
30,3,2,2.327,4.07,6.108
30,3,3,52.013,92.224,55.106
30,3,4,59.669,99.007,75.201
30,3,5,4.167,4.115,9.375
30,4,1,49.408,99.202,49.121
30,4,2,2.369,4.67,7.26
30,4,3,45.511,91.52,37.179
30,4,4,53.305,99.308,61.063
30,4,5,4.795,4.708,14.78
30,5,1,54.936,97.991,83.917
30,5,2,2.931,5.06,10.767
30,5,3,50.114,89.668,66.207
30,5,4,59.758,98.431,85.264
30,5,5,5.336,5.164,12.831
30,6,1,56.262,98.807,72.75
30,6,2,2.46,4.245,6.682
30,6,3,52.216,91.825,61.76
30,6,4,60.308,98.98,83.741
30,6,5,4.372,4.296,9.184
30,7,1,57.474,99.866,88.073
30,7,2,0.597,1.037,4.44
30,7,3,56.492,98.16,80.769
30,7,4,58.456,99.944,95.376
30,7,5,1.039,1.038,5.042
30,8,1,53.328,98.086,91.845
30,8,2,2.928,5.207,11.029
30,8,3,48.513,89.522,73.705
30,8,4,58.144,98.426,92.584
30,8,5,5.49,5.309,12.008
30,9,1,53.363,97.858,69.687
30,9,2,2.919,5.185,11.084
30,9,3,48.562,89.329,51.456
30,9,4,58.165,98.067,87.917
30,9,5,5.47,5.299,15.905
30,10,1,57.127,98.888,87.059
30,10,2,2.373,4.051,6.102
30,10,3,53.223,92.224,77.022
30,10,4,61.03,98.991,97.095
30,10,5,4.154,4.097,7.009
30,11,1,53.397,99.066,63.104
30,11,2,2.331,4.247,6.54
30,11,3,49.564,92.081,52.347
30,11,4,57.231,99.162,73.862
30,11,5,4.365,4.287,10.364
30,12,1,51.593,97.679,77.638
30,12,2,2.936,5.394,11.466
30,12,3,46.764,88.807,58.777
30,12,4,56.422,98.081,96.499
30,12,5,5.69,5.522,14.769
30,13,1,55.337,97.875,54.345
30,13,2,2.916,4.994,6.785
30,13,3,50.541,89.66,43.184
30,13,4,60.134,98.085,65.506
30,13,5,5.269,5.103,12.486
30,14,1,56.471,97.156,84.379
30,14,2,1.988,3.828,0.259
30,14,3,53.201,90.859,83.953
30,14,4,59.741,97.342,84.804
30,14,5,3.521,3.941,0.307
30,15,1,53.325,97.618,75.889
30,15,2,2.928,5.203,11.09
30,15,3,48.509,89.059,57.647
30,15,4,58.142,97.82,94.131
30,15,5,5.491,5.33,14.614
30,16,1,61.602,98.085,56.605
30,16,2,2.469,3.889,6.074
30,16,3,57.541,91.689,46.614
30,16,4,65.662,98.268,66.597
30,16,5,4.007,3.965,10.731
30,17,1,52.658,97.931,75.764
30,17,2,2.926,5.268,11.22
30,17,3,47.845,89.265,57.309
30,17,4,57.47,98.408,94.219
30,17,5,5.556,5.38,14.809
30,18,1,53.034,98.42,100
30,18,2,2.95,5.282,10.115
30,18,3,48.181,89.731,83.362
30,18,4,57.887,99.058,100
30,18,5,5.563,5.367,10.115
30,19,1,53.027,98.414,98.812
30,19,2,2.973,5.326,11
30,19,3,48.137,89.653,80.719
30,19,4,57.918,98.793,99.137
30,19,5,5.607,5.412,11.132
30,20,1,54.587,97.921,91.359
30,20,2,2.939,5.106,10.82
30,20,3,49.753,89.523,73.561
30,20,4,59.421,98.252,92.066
30,20,5,5.384,5.214,11.843
30,21,1,55.556,97.569,68.273
30,21,2,2.911,4.963,10.687
30,21,3,50.768,89.406,50.694
30,21,4,60.345,97.811,85.851
30,21,5,5.24,5.086,15.653
30,22,1,58.325,97.335,63.277
30,22,2,2.908,4.718,6.564
30,22,3,53.543,89.575,52.48
30,22,4,63.108,97.595,74.074
30,22,5,4.985,4.847,10.373
30,23,1,53.628,97.78,81.442
30,23,2,2.919,5.158,11.009
30,23,3,48.826,89.295,63.334
30,23,4,58.429,97.949,99.55
30,23,5,5.443,5.276,13.517
30,24,1,58.067,97.696,83.362
30,24,2,2.927,4.776,10.224
30,24,3,53.253,89.84,66.545
30,24,4,62.882,97.976,84.152
30,24,5,5.041,4.889,12.264
30,25,1,54.386,98.024,94.378
30,25,2,2.925,5.1,10.878
30,25,3,49.575,89.636,76.484
30,25,4,59.198,98.247,94.765
30,25,5,5.379,5.203,11.526
30,26,1,58.498,98.347,69.063
30,26,2,2.44,4.05,6.383
30,26,3,54.484,91.686,58.564
30,26,4,62.511,98.531,79.562
30,26,5,4.171,4.118,9.242
30,27,1,48.964,98.352,95.858
30,27,2,2.949,5.719,11.901
30,27,3,44.114,88.945,76.283
30,27,4,53.815,98.606,96.275
30,27,5,6.023,5.815,12.415
30,28,1,49.584,97.964,42.082
30,28,2,1.544,2.976,3.291
30,28,3,47.044,93.068,36.669
30,28,4,52.124,98.057,47.495
30,28,5,3.114,3.038,7.82
30,29,1,54.797,98.173,93.907
30,29,2,2.939,5.089,10.776
30,29,3,49.962,89.802,76.182
30,29,4,59.632,98.466,94.465
30,29,5,5.364,5.184,11.475
30,30,1,57.564,98.793,61.604
30,30,2,2.405,4.073,6.266
30,30,3,53.608,92.094,51.298
30,30,4,61.52,98.918,71.91
30,30,5,4.178,4.122,10.171
30,31,1,54.532,97.516,80.843
30,31,2,2.926,5.084,10.868
30,31,3,49.718,89.154,62.967
30,31,4,59.345,97.798,98.719
30,31,5,5.366,5.213,13.443
30,32,1,51.479,99.448,88.708
30,32,2,2.393,4.529,6.807
30,32,3,47.543,91.998,77.512
30,32,4,55.416,99.53,99.904
30,32,5,4.649,4.554,7.673
30,33,1,51.563,99.112,80.925
30,33,2,2.469,4.651,7.188
30,33,3,47.502,91.462,69.102
30,33,4,55.624,99.26,92.748
30,33,5,4.788,4.692,8.882
30,34,1,50.125,99.25,80.238
30,34,2,2.479,4.801,11.556
30,34,3,46.048,91.353,61.229
30,34,4,54.202,99.381,99.246
30,34,5,4.945,4.837,14.402
30,35,1,53.779,98.598,90.07
30,35,2,2.937,5.186,10.842
30,35,3,48.948,90.068,72.235
30,35,4,58.61,98.864,90.822
30,35,5,5.461,5.259,12.038
30,36,1,59.825,97.713,81.482
30,36,2,2.92,4.623,9.913
30,36,3,55.022,90.109,65.176
30,36,4,64.627,98.05,97.787
30,36,5,4.88,4.731,12.166
30,37,1,55.148,98.326,96.563
30,37,2,2.923,5.029,10.595
30,37,3,50.339,90.055,79.135
30,37,4,59.957,98.668,97.07
30,37,5,5.301,5.114,10.973
30,38,1,57.267,97.483,63.476
30,38,2,2.906,4.803,10.376
30,38,3,52.488,89.582,46.408
30,38,4,62.046,97.605,80.543
30,38,5,5.074,4.927,16.347
30,39,1,57.405,95.741,52.826
30,39,2,0.738,1.289,1.48
30,39,3,56.191,93.621,50.392
30,39,4,58.62,97.861,55.259
30,39,5,1.286,1.346,2.801
30,40,1,47.247,98.838,50.745
30,40,2,2.433,4.975,1.342
30,40,3,43.246,90.656,48.537
30,40,4,51.248,98.957,52.952
30,40,5,5.149,5.033,2.645
30,41,1,57.707,97.608,93.096
30,41,2,2.925,4.8,10.274
30,41,3,52.897,89.712,76.196
30,41,4,62.518,98.295,94.346
30,41,5,5.068,4.918,11.036
30,42,1,53.74,98.348,89.941
30,42,2,2.929,5.171,10.907
30,42,3,48.922,89.843,72.001
30,42,4,58.557,98.738,90.977
30,42,5,5.45,5.258,12.127
30,43,1,57.532,97.752,83.265
30,43,2,2.924,4.815,10.298
30,43,3,52.723,89.832,66.327
30,43,4,62.341,98.005,83.986
30,43,5,5.082,4.926,12.368
30,44,1,55.273,98.41,68.753
30,44,2,1.876,3.513,4.705
30,44,3,52.187,92.631,61.013
30,44,4,58.358,98.477,76.492
30,44,5,3.394,3.57,6.844
30,45,1,54.033,98.377,78.419
30,45,2,1.736,3.828,5.132
30,45,3,51.177,92.08,69.977
30,45,4,56.888,98.507,86.861
30,45,5,3.213,3.892,6.545
30,46,1,55.82,97.464,84.446
30,46,2,2.921,4.956,10.597
30,46,3,51.015,89.313,67.017
30,46,4,60.625,97.764,85.222
30,46,5,5.233,5.085,12.548
30,47,1,58.065,97.921,81.151
30,47,2,2.92,4.766,10.187
30,47,3,53.262,90.081,64.396
30,47,4,62.868,98.069,97.907
30,47,5,5.029,4.867,12.553
30,48,1,58.756,92.947,68.001
30,48,2,2.087,3.474,3.96
30,48,3,55.323,87.232,61.486
30,48,4,62.189,98.662,74.515
30,48,5,3.552,3.738,5.824
30,49,1,54.969,97.483,67.908
30,49,2,2.909,5.011,10.8
30,49,3,50.184,89.24,50.143
30,49,4,59.754,97.738,85.673
30,49,5,5.292,5.141,15.905
30,50,1,51.232,98.334,92.454
30,50,2,2.928,5.424,11.39
30,50,3,46.415,89.412,73.719
30,50,4,56.048,98.587,93.016
30,50,5,5.716,5.516,12.319
30,51,1,55.364,99.032,76.666
30,51,2,2.44,4.28,0.357
30,51,3,51.35,91.991,76.079
30,51,4,59.379,99.187,77.253
30,51,5,4.408,4.322,0.466
30,52,1,55.617,97.581,68.791
30,52,2,2.908,4.951,10.71
30,52,3,50.834,89.437,51.174
30,52,4,60.4,97.92,86.408
30,52,5,5.229,5.074,15.57
30,53,1,48.582,99.881,60.552
30,53,2,1.246,2.546,2.504
30,53,3,46.533,95.693,56.433
30,53,4,50.631,99.927,64.67
30,53,5,2.564,2.549,4.135
30,54,1,52.03,97.924,79.832
30,54,2,2.935,5.349,11.338
30,54,3,47.203,89.125,61.183
30,54,4,56.858,98.241,98.481
30,54,5,5.641,5.463,14.202
30,55,1,48.984,98.165,86.611
30,55,2,2.946,5.709,11.938
30,55,3,44.138,88.775,66.975
30,55,4,53.829,98.456,87.441
30,55,5,6.014,5.816,13.783
30,56,1,47.992,98.601,99.314
30,56,2,2.957,5.854,12.125
30,56,3,43.129,88.972,79.37
30,56,4,52.855,98.959,99.553
30,56,5,6.161,5.937,12.209
30,57,1,56.427,98.021,89.76
30,57,2,2.922,4.908,10.439
30,57,3,51.622,89.948,72.589
30,57,4,61.233,98.311,90.45
30,57,5,5.178,5.008,11.63
30,58,1,48.159,98.35,85.411
30,58,2,2.954,5.827,12.147
30,58,3,43.3,88.766,65.432
30,58,4,53.019,98.492,85.847
30,58,5,6.134,5.924,14.221
30,59,1,57.277,96.824,70.094
30,59,2,2.932,4.842,10.415
30,59,3,52.455,88.86,52.962
30,59,4,62.1,97.105,87.226
30,59,5,5.119,5.001,14.859
30,60,1,55.087,97.68,84.669
30,60,2,2.919,5.02,10.697
30,60,3,50.285,89.423,67.074
30,60,4,59.888,97.967,85.442
30,60,5,5.299,5.139,12.634
30,61,1,55.312,97.864,55.465
30,61,2,2.891,4.951,6.295
30,61,3,50.557,89.72,45.111
30,61,4,60.067,97.994,65.82
30,61,5,5.227,5.059,11.35
30,62,1,59.034,97.559,82.424
30,62,2,2.919,4.682,10.033
30,62,3,54.233,89.858,65.921
30,62,4,63.835,97.816,98.926
30,62,5,4.944,4.799,12.172
30,63,1,49.545,98.348,91.156
30,63,2,2.954,5.663,11.793
30,63,3,44.685,89.033,71.758
30,63,4,54.404,98.62,91.818
30,63,5,5.963,5.758,12.937
30,64,1,51.962,98.236,94.218
30,64,2,2.931,5.353,11.261
30,64,3,47.141,89.432,75.695
30,64,4,56.784,98.724,95.163
30,64,5,5.641,5.449,11.952
30,65,1,58.825,96.277,67.51
30,65,2,1.815,3.573,5.617
30,65,3,55.84,90.401,58.272
30,65,4,61.81,96.433,76.748
30,65,5,3.085,3.711,8.32
30,66,1,52.643,98.4,82.903
30,66,2,2.914,5.252,11.104
30,66,3,47.85,89.761,64.638
30,66,4,57.436,98.591,83.556
30,66,5,5.536,5.338,13.394
30,67,1,56.427,98.343,94.875
30,67,2,2.942,4.947,10.417
30,67,3,51.589,90.205,77.741
30,67,4,61.266,98.581,95.31
30,67,5,5.213,5.031,10.979
30,68,1,54.134,98.609,55.437
30,68,2,2.323,4.193,6.425
30,68,3,50.313,91.712,44.87
30,68,4,57.955,98.72,66.005
30,68,5,4.291,4.252,11.589
30,69,1,52.593,97.93,78.77
30,69,2,2.938,5.298,11.163
30,69,3,47.761,89.217,60.408
30,69,4,57.425,98.153,97.132
30,69,5,5.586,5.409,14.172
30,70,1,55.031,98.006,100
30,70,2,2.928,5.045,6.806
30,70,3,50.214,89.707,88.805
30,70,4,59.848,98.261,100
30,70,5,5.322,5.148,6.806
30,71,1,58.74,98.775,70
30,71,2,2.358,3.905,5.983
30,71,3,54.861,92.352,60.159
30,71,4,62.619,98.882,79.841
30,71,5,4.015,3.953,8.547
30,72,1,53.227,99.375,83.21
30,72,2,2.475,4.512,7.009
30,72,3,49.156,91.954,71.681
30,72,4,57.299,99.504,94.739
30,72,5,4.65,4.54,8.424
30,73,1,52.394,97.963,72.666
30,73,2,2.909,5.264,11.253
30,73,3,47.609,89.305,54.158
30,73,4,57.18,98.138,91.175
30,73,5,5.553,5.373,15.485
30,74,1,56.235,96.645,63.723
30,74,2,2.937,4.94,10.742
30,74,3,51.404,88.52,46.053
30,74,4,61.066,97.143,81.393
30,74,5,5.223,5.111,16.858
30,75,1,50.435,98.284,86.225
30,75,2,2.935,5.524,11.594
30,75,3,45.607,89.199,67.155
30,75,4,55.263,98.532,86.965
30,75,5,5.82,5.62,13.446
30,76,1,48.817,98.525,97.723
30,76,2,2.948,5.737,11.936
30,76,3,43.968,89.089,78.091
30,76,4,53.667,98.794,98.066
30,76,5,6.039,5.823,12.214
30,77,1,57.677,97.635,70.926
30,77,2,2.907,4.772,10.261
30,77,3,52.896,89.785,54.048
30,77,4,62.459,97.812,87.803
30,77,5,5.04,4.888,14.467
30,78,1,51.424,98.297,91.718
30,78,2,2.948,5.442,11.404
30,78,3,46.575,89.346,72.96
30,78,4,56.273,98.578,92.367
30,78,5,5.732,5.536,12.434
30,79,1,56.936,97.633,90.217
30,79,2,2.923,4.863,10.428
30,79,3,52.128,89.635,73.065
30,79,4,61.743,97.976,90.946
30,79,5,5.133,4.98,11.559
30,80,1,56.567,97.837,78.199
30,80,2,2.915,4.883,10.441
30,80,3,51.773,89.806,61.025
30,80,4,61.361,98.072,95.372
30,80,5,5.153,4.99,13.351
30,81,1,57.895,96.252,73.49
30,81,2,2.969,4.849,10.365
30,81,3,53.012,88.276,56.441
30,81,4,62.779,96.531,90.539
30,81,5,5.128,5.038,14.104
30,82,1,57.631,97.386,67.37
30,82,2,2.908,4.775,10.317
30,82,3,52.849,89.531,50.4
30,82,4,62.414,97.687,84.34
30,82,5,5.045,4.903,15.314
30,83,1,51.369,98.964,89.865
30,83,2,2.258,4.285,4.569
30,83,3,47.655,91.916,82.349
30,83,4,55.084,99.076,97.38
30,83,5,4.396,4.33,5.084
30,84,1,52.574,97.683,77.967
30,84,2,2.932,5.285,11.313
30,84,3,47.752,88.99,59.359
30,84,4,57.397,98.152,96.576
30,84,5,5.576,5.411,14.51
30,85,1,56.738,97.087,60.207
30,85,2,2.355,4.303,8.555
30,85,3,52.863,90.009,46.136
30,85,4,60.612,97.238,74.278
30,85,5,4.152,4.432,14.209
30,86,1,56.213,97.573,53.365
30,86,2,2.9,4.885,6.514
30,86,3,51.443,89.538,42.651
30,86,4,60.984,97.756,64.079
30,86,5,5.159,5.007,12.206
30,87,1,57.538,97.478,51.241
30,87,2,2.057,3.543,5.798
30,87,3,54.155,91.651,41.704
30,87,4,60.921,97.532,60.777
30,87,5,3.574,3.635,11.315
30,88,1,60.339,97.79,85.01
30,88,2,2.948,4.631,9.824
30,88,3,55.49,90.172,68.851
30,88,4,65.187,98.235,86.25
30,88,5,4.885,4.736,11.557
30,89,1,56.196,97.539,75.181
30,89,2,2.924,4.929,10.528
30,89,3,51.386,89.432,57.864
30,89,4,61.006,97.728,92.498
30,89,5,5.204,5.053,14.004
30,90,1,53.507,97.654,75.479
30,90,2,2.915,5.162,11.074
30,90,3,48.711,89.163,57.263
30,90,4,58.302,97.997,93.695
30,90,5,5.449,5.286,14.672
30,91,1,54.563,97.964,77.471
30,91,2,2.909,5.053,10.781
30,91,3,49.778,89.652,59.738
30,91,4,59.348,98.173,95.205
30,91,5,5.331,5.158,13.916
30,92,1,58.482,97.496,74.586
30,92,2,2.911,4.713,10.146
30,92,3,53.693,89.744,57.898
30,92,4,63.271,97.685,91.273
30,92,5,4.978,4.834,13.603
30,93,1,55.387,97.306,76.503
30,93,2,2.919,4.99,10.727
30,93,3,50.585,89.099,58.859
30,93,4,60.189,97.608,94.147
30,93,5,5.27,5.128,14.021
30,94,1,55.464,97.91,78.417
30,94,2,2.61,4.371,5.342
30,94,3,51.171,90.72,69.63
30,94,4,59.757,98.089,87.204
30,94,5,4.706,4.465,6.812
30,95,1,54.231,98.249,87.543
30,95,2,2.93,5.126,10.828
30,95,3,49.411,89.817,69.733
30,95,4,59.05,98.505,88.261
30,95,5,5.403,5.217,12.368
30,96,1,53.286,98.19,100
30,96,2,2.955,5.264,9.519
30,96,3,48.424,89.532,84.342
30,96,4,58.147,98.901,100
30,96,5,5.546,5.361,9.519
30,97,1,53.45,97.995,66.569
30,97,2,2.932,5.203,11.091
30,97,3,48.627,89.437,48.327
30,97,4,58.273,98.234,84.811
30,97,5,5.486,5.309,16.66
30,98,1,57.698,98.336,91.319
30,98,2,2.932,4.822,10.232
30,98,3,52.875,90.405,74.489
30,98,4,62.521,98.84,92.579
30,98,5,5.082,4.903,11.204
30,99,1,58.404,97.777,84.623
30,99,2,2.922,4.741,10.136
30,99,3,53.597,89.979,67.95
30,99,4,63.21,98.042,85.349
30,99,5,5.004,4.849,11.978
30,100,1,53.938,97.275,74.027
30,100,2,2.928,5.14,11.026
30,100,3,49.122,88.82,55.89
30,100,4,58.753,97.53,92.164
30,100,5,5.428,5.284,14.895
30,101,1,55.435,97.082,71.964
30,101,2,2.927,4.997,6.654
30,101,3,50.62,88.862,61.019
30,101,4,60.249,97.299,82.909
30,101,5,5.28,5.148,9.246
30,102,1,55.73,99.137,69.621
30,102,2,2.349,4.069,4.259
